id,lat,lon,ph,sand,clay,silt,cec,humus,stickstoff
A21047_4045,52.6175,10.1125,5.8,69.8,15.2,15.0,26.4,70.1,6.43
A20915_4311,52.2875,10.7775,5.0,32.6,23.3,44.2,31.6,87.0,7.19
A20865_4294,52.1625,10.735,6.6,30.4,25.9,43.7,31.4,49.6,6.4
A21012_4099,52.53,10.2475,5.2,63.8,15.5,20.7,26.3,79.1,5.2
A20913_4309,52.2825,10.7725,5.1,42.6,22.5,35.0,31.0,83.1,7.92
A20925_4246,52.3125,10.615,6.4,44.7,20.0,35.3,32.1,58.1,7.23
A20982_4290,52.455,10.725,5.3,62.5,14.4,23.1,28.7,75.5,8.21
A20839_4172,52.0975,10.43,6.6,26.1,29.0,44.9,31.1,47.3,6.42
A20966_4375,52.415,10.9375,4.9,53.2,18.2,28.6,31.0,76.7,8.24
A20821_4183,52.0525,10.4575,6.5,24.7,28.4,46.9,30.0,52.8,7.7
A20931_4180,52.3275,10.45,5.8,52.3,21.8,25.9,29.8,75.2,7.72
A20993_4070,52.4825,10.175,5.3,56.6,18.7,24.7,24.4,76.5,6.21
A20994_4072,52.485,10.18,5.3,58.3,20.4,21.3,24.2,83.4,6.16
A20993_4071,52.4825,10.1775,5.3,57.5,20.4,22.1,24.6,79.4,6.42
A20937_4117,52.3425,10.2925,6.6,49.3,19.7,31.1,28.3,64.6,7.22
A20932_4182,52.33,10.455,5.9,51.1,22.7,26.3,29.7,73.4,6.73
A20883_4325,52.2075,10.8125,5.3,21.8,23.4,54.8,27.1,63.4,5.97
A20932_4090,52.33,10.225,5.5,54.8,16.1,29.1,27.1,66.1,5.15
A20962_4162,52.405,10.405,5.4,58.8,15.0,26.2,28.2,78.6,5.98
A20876_4250,52.19,10.625,6.5,33.3,26.6,40.1,29.6,58.5,8.25
A20906_4226,52.265,10.565,5.8,37.3,22.1,40.6,30.6,67.9,6.5
A20933_4169,52.3325,10.4225,5.6,46.3,24.9,28.9,33.5,63.4,6.05
A20969_4366,52.4225,10.915,6.2,50.9,17.2,31.9,31.0,52.7,7.05
A20831_4183,52.0775,10.4575,5.5,26.7,28.0,45.3,28.3,62.5,6.46
A20906_4450,52.265,11.125,4.9,36.6,20.3,43.1,30.7,74.9,8.36
A20951_4284,52.3775,10.71,5.0,49.5,17.1,33.4,30.0,74.7,6.48
A20935_4282,52.3375,10.705,5.0,54.9,15.9,29.2,29.4,70.5,6.49
A20925_4245,52.3125,10.6125,5.9,42.9,21.3,35.8,31.0,62.8,7.23
A20865_4291,52.1625,10.7275,6.7,31.3,26.1,42.6,31.5,53.5,7.08
A20931_4234,52.3275,10.585,5.1,39.4,20.3,40.3,30.2,71.2,6.17
A20922_4134,52.305,10.335,5.9,29.7,23.4,46.9,29.5,60.5,6.0
A20922_4210,52.305,10.525,5.6,43.4,25.1,31.5,30.6,70.8,7.57
A20952_4101,52.38,10.2525,5.8,54.6,18.9,26.5,26.9,58.6,5.02
A20960_4239,52.4,10.5975,5.2,59.0,15.9,25.1,29.6,74.3,7.7
A20932_4086,52.33,10.215,5.2,58.7,15.1,26.2,27.0,68.2,6.56
A20914_4194,52.285,10.485,5.5,42.9,21.8,35.3,32.3,75.8,5.61
A20878_4302,52.195,10.755,5.2,20.8,32.4,46.8,27.2,74.4,5.61
A21074_4215,52.685,10.5375,5.1,63.3,10.8,25.9,27.9,80.0,6.35
A20872_4220,52.18,10.55,5.2,31.2,28.2,40.6,29.8,74.6,7.87
A20877_4215,52.1925,10.5375,5.3,32.7,28.2,39.1,33.0,82.7,8.98
A21069_4338,52.6725,10.845,6.2,63.2,13.0,23.9,27.3,46.6,6.0
A20865_4443,52.1625,11.1075,5.5,36.4,18.6,44.9,30.4,81.2,7.31
A20952_4324,52.38,10.81,5.3,45.4,18.6,36.0,31.0,67.4,6.09
A20858_4258,52.145,10.645,5.2,25.0,27.4,47.5,27.9,82.1,5.41
A20852_4264,52.13,10.66,5.3,25.4,30.4,44.2,27.9,86.0,6.56
A20929_4173,52.3225,10.4325,6.1,53.0,22.4,24.7,29.3,55.9,6.8
A21117_4256,52.7925,10.64,5.7,70.8,10.7,18.5,27.0,66.8,6.48
A20931_4168,52.3275,10.42,6.0,46.8,23.4,29.9,31.4,70.7,6.5
A20977_4181,52.4425,10.4525,5.2,65.7,14.3,20.0,26.9,69.1,7.29
A20930_4170,52.325,10.425,6.1,57.3,16.9,25.8,30.5,66.6,6.33
A21006_4385,52.515,10.9625,5.1,59.3,16.0,24.7,29.0,79.3,8.58
A20894_4312,52.235,10.78,5.0,23.1,29.9,46.9,26.1,74.5,5.39
A20845_4130,52.1125,10.325,5.3,21.2,30.1,48.7,28.6,74.8,5.89
A20844_4136,52.11,10.34,5.3,20.4,31.1,48.5,27.8,80.7,5.69
A20845_4134,52.1125,10.335,5.4,21.7,30.1,48.2,28.4,81.6,5.81
A20965_4364,52.4125,10.91,4.8,50.4,17.4,32.2,28.9,82.3,7.82
A20914_4205,52.285,10.5125,5.4,40.6,28.1,31.4,28.5,78.1,7.76
A21115_4252,52.7875,10.63,5.3,66.6,13.0,20.4,25.1,66.2,5.61
A20972_4042,52.43,10.105,5.0,49.1,18.6,32.2,26.5,68.7,6.07
A21045_4055,52.6125,10.1375,5.0,70.4,11.3,18.3,26.6,94.7,5.32
A20979_4325,52.4475,10.8125,5.1,64.4,13.6,22.0,28.0,80.8,6.86
A20852_4210,52.13,10.525,5.3,23.7,30.5,45.8,28.7,75.2,6.08
A20964_4183,52.41,10.4575,5.0,61.9,12.5,25.6,26.0,69.0,5.58
A21041_4040,52.6025,10.1,6.1,64.1,17.8,18.1,26.1,67.7,5.42
A20902_4229,52.255,10.5725,5.7,38.7,26.6,34.7,30.0,75.9,6.94
A20905_4226,52.2625,10.565,6.1,38.7,21.8,39.5,29.1,71.1,6.9
A20908_4224,52.27,10.56,5.5,37.1,23.7,39.2,30.5,84.6,6.39
A20852_4191,52.13,10.4775,6.0,20.9,29.0,50.1,27.1,58.9,5.97
A20909_4229,52.2725,10.5725,5.9,37.2,27.3,35.5,30.0,66.1,6.94
A20849_4103,52.1225,10.2575,5.2,17.4,22.6,60.0,29.2,71.6,5.78
A21067_4389,52.6675,10.9725,4.8,58.9,12.6,28.5,27.9,73.3,6.59
A21055_4232,52.6375,10.58,5.1,71.8,9.9,18.2,26.1,77.1,7.0
A21105_4051,52.7625,10.1275,4.7,43.9,19.9,36.2,29.4,90.1,4.85
A21089_4179,52.7225,10.4475,5.2,66.1,8.5,25.4,31.1,90.2,6.14
A20840_4051,52.1,10.1275,6.5,17.0,22.9,60.1,30.1,49.8,6.0
A20877_4217,52.1925,10.5425,5.3,37.5,23.0,39.6,32.1,75.3,8.29
A21008_4149,52.52,10.3725,5.4,69.8,11.8,18.3,25.0,62.4,6.42
A20822_4080,52.055,10.2,5.2,18.5,31.8,49.7,27.1,83.4,5.53
A21060_4398,52.65,10.995,4.8,64.4,10.6,25.0,31.0,80.9,8.58
A20959_4211,52.3975,10.5275,5.4,59.3,16.1,24.5,28.2,65.2,5.77
A20920_4104,52.3,10.26,6.4,40.6,24.1,35.2,30.1,58.6,5.68
A20990_4163,52.475,10.4075,5.0,58.3,15.6,26.1,27.8,70.2,5.15
A20929_4170,52.3225,10.425,5.9,52.1,19.5,28.4,30.5,57.3,5.92
A20846_4137,52.115,10.3425,5.4,23.2,27.8,49.0,27.9,57.2,5.62
A21134_4396,52.835,10.99,5.6,67.6,11.4,21.0,30.2,77.9,7.71
A21057_4231,52.6425,10.5775,5.0,70.1,11.5,18.4,27.4,80.3,6.95
A20951_4170,52.3775,10.425,4.9,56.6,16.0,27.3,26.1,76.5,5.56
A20850_4119,52.125,10.2975,6.8,17.9,29.4,52.7,29.0,52.1,5.82
A20853_4353,52.1325,10.8825,6.7,29.7,25.2,45.2,31.5,49.2,6.51
A20950_4170,52.375,10.425,5.0,56.7,16.1,27.2,26.9,70.0,5.44
A21115_4065,52.7875,10.1625,5.0,56.6,18.0,25.5,23.4,97.6,5.12
A20969_4148,52.4225,10.37,5.4,63.8,10.8,25.4,28.8,68.8,6.43
A20844_4087,52.11,10.2175,5.4,19.4,27.3,53.3,26.9,80.7,5.64
A20849_4083,52.1225,10.2075,6.7,16.4,25.3,58.2,28.5,53.2,6.57
A20935_4288,52.3375,10.72,4.9,52.4,17.3,30.3,28.4,65.4,6.58
A21123_4067,52.8075,10.1675,4.8,39.0,22.7,38.3,23.9,107.6,5.02
A20824_4081,52.06,10.2025,5.3,17.8,30.0,52.2,28.1,80.2,5.91
A20863_4184,52.1575,10.46,6.2,26.9,29.0,44.1,29.0,53.4,7.38
A20833_4092,52.0825,10.23,6.8,19.7,27.6,52.7,27.5,53.5,5.98
A20933_4088,52.3325,10.22,5.2,53.4,17.9,28.7,26.4,79.0,5.51
A20906_4159,52.265,10.3975,5.8,36.6,23.9,39.4,31.0,57.0,6.61
A20956_4164,52.39,10.41,5.7,55.9,18.7,25.4,27.4,58.4,5.94
A20920_4220,52.3,10.55,5.5,47.4,19.5,33.1,31.3,62.2,6.46
A20988_4207,52.47,10.5175,5.1,65.6,12.6,21.8,26.9,77.5,5.47
A20888_4230,52.22,10.575,6.0,38.9,21.3,39.8,30.2,57.9,6.77
A20966_4363,52.415,10.9075,4.9,53.1,16.8,30.1,29.1,78.1,7.44
A20828_4071,52.07,10.1775,6.7,19.2,29.3,51.5,25.6,51.1,5.93
A20911_4186,52.2775,10.465,5.6,43.2,21.6,35.1,31.3,49.3,6.23
A20939_4082,52.3475,10.205,5.7,51.1,21.0,27.8,26.5,63.5,5.27
A20821_4072,52.0525,10.18,5.1,23.7,33.0,43.3,27.7,61.2,6.01
A20957_4164,52.3925,10.41,5.1,54.2,20.2,25.6,27.9,84.6,6.09
A20919_4228,52.2975,10.57,5.7,38.7,26.9,34.4,28.6,58.3,6.61
A20985_4223,52.4625,10.5575,5.2,66.0,11.9,22.1,27.8,70.1,5.04
A20963_4322,52.4075,10.805,4.9,52.8,17.2,30.0,30.1,75.5,7.77
A21036_4331,52.59,10.8275,4.7,58.4,14.5,27.1,27.0,83.4,5.63
A20888_4192,52.22,10.48,5.2,34.6,26.9,38.6,31.1,74.6,6.86
A20995_4071,52.4875,10.1775,5.3,59.3,19.4,21.2,24.7,77.2,6.11
A20828_4155,52.07,10.3875,5.3,22.2,29.7,48.0,27.0,82.4,6.12
A20949_4332,52.3725,10.83,4.8,44.2,22.5,33.3,27.7,80.6,6.05
A20989_4083,52.4725,10.2075,6.3,62.4,18.0,19.5,25.9,56.9,5.36
A20886_4294,52.215,10.735,5.3,24.1,29.4,46.5,29.7,78.7,6.19
A21095_4191,52.7375,10.4775,5.0,61.3,10.4,28.3,28.1,84.0,4.8
A20876_4188,52.19,10.47,5.5,30.9,23.8,45.2,29.9,75.4,7.02
A21037_4128,52.5925,10.32,5.5,68.4,11.0,20.7,27.1,69.6,6.27
A21098_4187,52.745,10.4675,4.8,60.1,10.4,29.5,26.6,87.7,5.49
A20964_4146,52.41,10.365,5.3,65.0,11.3,23.7,28.4,77.9,6.75
A20832_4139,52.08,10.3475,5.3,21.3,34.7,44.1,28.2,77.3,5.56
A20964_4147,52.41,10.3675,5.3,63.6,10.8,25.6,28.6,89.1,7.15
A20931_4137,52.3275,10.3425,5.2,41.2,21.9,36.9,28.4,74.4,5.95
A20829_4141,52.0725,10.3525,5.4,19.9,34.8,45.2,26.6,81.6,6.47
A20979_4323,52.4475,10.8075,5.8,64.8,13.7,21.5,30.2,61.9,6.53
A20934_4135,52.335,10.3375,5.7,41.5,22.4,36.1,27.3,65.1,6.59
A20932_4137,52.33,10.3425,5.2,41.5,21.3,37.2,27.7,80.4,6.09
A20906_4446,52.265,11.115,5.1,40.6,18.7,40.7,30.8,80.0,8.32
A20905_4449,52.2625,11.1225,5.0,38.3,19.2,42.5,29.9,73.1,8.46
A20904_4446,52.26,11.115,5.0,39.8,18.5,41.7,30.8,84.9,8.34
A20906_4444,52.265,11.11,5.1,40.5,19.4,40.1,30.2,85.4,7.81
A20905_4443,52.2625,11.1075,5.1,39.8,18.0,42.2,30.6,80.7,8.21
A20965_4142,52.4125,10.355,5.6,64.4,11.6,24.0,28.3,68.9,5.92
A20967_4147,52.4175,10.3675,6.1,63.5,10.7,25.7,29.1,60.0,6.09
A20907_4242,52.2675,10.605,5.1,37.1,22.6,40.3,31.0,80.1,8.01
A20904_4449,52.26,11.1225,4.8,38.1,18.8,43.1,30.5,76.8,8.22
A21135_4062,52.8375,10.155,5.0,52.0,17.3,30.7,24.6,77.2,4.99
A20970_4377,52.425,10.9425,4.8,57.1,17.4,25.4,31.3,85.2,8.25
A20991_4300,52.4775,10.75,5.5,60.9,16.0,23.1,29.2,71.2,8.22
A20821_4080,52.0525,10.2,5.3,19.7,31.8,48.5,27.9,78.5,5.51
A20822_4072,52.055,10.18,5.1,23.6,25.1,51.3,28.0,60.5,6.5
A21124_4066,52.81,10.165,4.8,36.3,22.6,41.1,23.8,111.0,4.77
A21125_4065,52.8125,10.1625,4.8,35.9,24.3,39.8,25.2,108.4,4.71
A21129_4055,52.8225,10.1375,5.5,52.1,20.0,27.9,25.6,51.3,5.35
A20970_4131,52.425,10.3275,6.1,53.9,13.5,32.6,28.8,48.9,6.21
A20906_4447,52.265,11.1175,5.0,38.3,18.5,43.2,30.0,78.6,8.53
A20905_4450,52.2625,11.125,4.9,37.7,18.5,43.8,30.8,75.0,8.58
A20915_4310,52.2875,10.775,5.1,33.0,23.6,43.3,31.8,85.6,7.22
A20914_4307,52.285,10.7675,5.2,39.3,21.0,39.7,31.5,83.1,6.78
A20905_4448,52.2625,11.12,5.0,38.3,19.2,42.5,29.9,73.1,8.46
A20848_4067,52.12,10.1675,5.2,15.1,25.0,59.9,30.0,67.7,5.96
A20842_4128,52.105,10.32,5.7,19.9,30.4,49.7,28.3,60.8,4.87
A20914_4309,52.285,10.7725,5.1,41.9,22.3,35.8,32.2,81.6,7.69
A20843_4129,52.1075,10.3225,5.4,18.8,31.7,49.5,28.4,72.8,4.8
A20905_4447,52.2625,11.1175,5.0,38.8,18.6,42.6,30.1,75.1,8.28
A20847_4066,52.1175,10.165,5.3,13.9,24.5,61.6,28.8,65.9,5.67
A20849_4063,52.1225,10.1575,5.2,18.9,25.8,55.3,30.3,72.1,5.52
A20972_4128,52.43,10.32,5.4,50.5,17.9,31.7,28.9,72.6,5.54
A20848_4066,52.12,10.165,5.2,15.1,25.0,59.9,29.2,65.5,6.19
A20848_4065,52.12,10.1625,5.2,16.3,24.8,58.8,29.7,70.7,5.69
A20903_4449,52.2575,11.1225,4.8,37.5,18.4,44.1,30.8,82.1,8.0
A21087_4192,52.7175,10.48,5.0,58.4,11.1,30.4,28.7,81.6,5.06
A20963_4181,52.4075,10.4525,5.0,60.8,13.2,26.1,26.1,69.6,5.56
A21087_4188,52.7175,10.47,5.0,61.6,9.0,29.4,30.3,86.5,4.81
A20979_4250,52.4475,10.625,5.4,53.9,19.8,26.2,30.0,84.3,6.07
A20924_4247,52.31,10.6175,6.4,45.0,19.5,35.5,31.8,59.6,7.58
A21087_4183,52.7175,10.4575,4.9,62.7,9.7,27.6,29.9,83.5,5.02
A20846_4100,52.115,10.25,5.2,20.7,28.3,51.0,28.1,80.1,5.46
A20923_4223,52.3075,10.5575,5.0,42.6,25.2,32.3,31.2,82.0,6.78
A20902_4238,52.255,10.595,6.2,39.7,26.3,34.0,31.9,55.0,7.3
A20845_4094,52.1125,10.235,5.2,20.0,28.1,51.9,28.4,67.4,5.91
A20922_4221,52.305,10.5525,5.0,46.6,20.9,32.5,31.8,86.7,7.1
A20845_4096,52.1125,10.24,5.1,20.0,31.0,49.0,28.7,82.8,5.43
A20966_4132,52.415,10.33,5.2,59.1,13.9,27.1,28.6,87.2,6.55
A21088_4180,52.72,10.45,5.1,65.3,9.4,25.3,30.0,92.0,5.37
A20847_4099,52.1175,10.2475,5.2,20.2,29.2,50.6,28.0,77.9,5.57
A20847_4100,52.1175,10.25,5.2,21.0,28.2,50.9,28.1,76.8,5.46
A20845_4095,52.1125,10.2375,5.2,19.6,30.7,49.7,28.5,74.4,5.51
A20846_4099,52.115,10.2475,5.2,19.7,30.7,49.6,28.9,81.5,5.36
A20845_4098,52.1125,10.245,5.2,18.6,32.0,49.4,29.0,84.0,5.23
A20895_4315,52.2375,10.7875,5.0,27.1,29.5,43.4,26.0,72.0,5.74
A20844_4094,52.11,10.235,5.3,17.3,29.3,53.4,28.7,64.0,5.68
A20962_4144,52.405,10.36,5.8,65.2,11.2,23.6,28.7,68.1,6.6
A20845_4097,52.1125,10.2425,5.1,20.0,31.0,49.0,28.7,82.8,5.43
A20969_4149,52.4225,10.3725,5.4,63.8,10.8,25.4,28.8,68.8,6.43
A20848_4099,52.12,10.2475,5.2,21.3,28.3,50.4,28.2,73.1,5.55
A21087_4184,52.7175,10.46,5.0,62.3,9.6,28.1,29.7,83.8,5.26
A20900_4186,52.25,10.465,5.2,36.1,23.9,40.0,30.0,76.3,6.84
A20918_4134,52.295,10.335,5.2,40.8,19.6,39.6,30.9,72.7,6.32
A20962_4180,52.405,10.45,5.0,64.4,12.3,23.3,26.8,78.8,5.52
A20980_4326,52.45,10.815,4.8,62.8,13.7,23.4,28.9,74.1,6.77
A21013_4185,52.5325,10.4625,5.2,61.4,16.2,22.3,26.4,71.2,6.15
A20850_4055,52.125,10.1375,5.1,18.6,29.0,52.4,29.3,81.2,5.72
A20877_4421,52.1925,11.0525,4.8,32.2,24.7,43.1,29.3,81.9,7.02
A20957_4237,52.3925,10.5925,5.2,54.9,17.5,27.6,29.0,76.7,7.62
A20977_4366,52.4425,10.915,5.1,59.8,13.5,26.7,31.0,92.7,7.14
A20924_4190,52.31,10.475,6.2,48.7,19.8,31.5,29.6,59.2,6.73
A20916_4305,52.29,10.7625,6.5,32.2,22.1,45.8,28.9,56.4,6.1
A21012_4074,52.53,10.185,6.1,68.4,13.7,18.0,29.2,62.2,5.59
A20915_4316,52.2875,10.79,5.0,48.3,22.5,29.2,29.5,87.2,7.95
A21023_4333,52.5575,10.8325,5.0,64.0,13.1,22.9,28.9,83.4,8.05
A20934_4286,52.335,10.715,4.9,54.6,16.9,28.5,30.3,68.7,6.82
A21009_4043,52.5225,10.1075,5.2,59.6,14.5,25.9,28.1,69.3,6.89
A21006_4043,52.515,10.1075,5.2,58.3,13.2,28.5,28.0,70.6,6.77
A21003_4067,52.5075,10.1675,5.7,61.7,15.9,22.4,25.7,62.0,5.77
A20922_4244,52.305,10.61,6.2,43.2,20.1,36.7,30.2,67.0,8.35
A20915_4315,52.2875,10.7875,5.0,48.3,22.5,29.2,29.5,87.2,7.95
A20921_4258,52.3025,10.645,5.2,48.6,19.7,31.7,32.0,88.2,8.33
A20919_4255,52.2975,10.6375,5.2,47.5,20.4,32.2,32.0,75.7,7.86
A20921_4250,52.3025,10.625,5.9,47.7,17.0,35.3,31.3,62.3,7.52
A20920_4256,52.3,10.64,5.3,47.8,20.8,31.3,31.6,89.2,7.96
A20878_4429,52.195,11.0725,5.1,24.1,24.4,51.5,30.5,73.0,6.61
A20905_4236,52.2625,10.59,5.2,42.5,22.8,34.7,30.7,88.6,7.25
A20921_4223,52.3025,10.5575,4.9,45.7,20.9,33.4,31.4,81.3,6.93
A20917_4132,52.2925,10.33,5.1,35.8,19.9,44.3,31.0,76.6,6.25
A20909_4236,52.2725,10.59,5.0,35.9,27.2,36.9,31.1,77.6,7.48
A20849_4064,52.1225,10.16,5.2,19.0,27.1,53.9,29.8,72.3,5.72
A21134_4137,52.835,10.3425,5.2,46.4,19.0,34.6,25.3,94.4,5.09
A21023_4249,52.5575,10.6225,5.2,63.5,12.4,24.0,26.4,72.4,6.37
A20982_4280,52.455,10.7,4.9,61.3,12.3,26.4,31.3,82.0,7.88
A21084_4225,52.71,10.5625,5.1,51.7,18.1,30.3,26.1,82.6,5.73
A21079_4244,52.6975,10.61,5.2,59.9,11.2,28.9,25.7,75.6,5.89
A21013_4265,52.5325,10.6625,4.8,63.3,11.0,25.7,27.4,70.4,6.6
A20965_4145,52.4125,10.3625,5.1,60.7,12.4,26.9,28.5,82.4,6.46
A21050_4385,52.625,10.9625,4.8,64.3,13.1,22.6,29.1,75.8,7.54
A21060_4410,52.65,11.025,4.7,60.6,13.5,25.9,29.2,79.6,6.53
A21008_4152,52.52,10.38,5.4,65.0,14.1,20.9,25.5,71.0,6.08
A20941_4157,52.3525,10.3925,5.9,49.4,22.5,28.1,30.4,64.7,5.7
A21015_4105,52.5375,10.2625,5.1,66.9,12.0,21.1,25.3,80.0,5.62
A20968_4220,52.42,10.55,5.4,59.5,14.3,26.2,28.3,63.0,6.39
A21087_4179,52.7175,10.4475,5.1,65.7,9.1,25.3,29.2,71.2,5.22
A21074_4057,52.685,10.1425,5.2,60.5,16.9,22.6,26.1,86.5,5.11
A20957_4144,52.3925,10.36,5.9,63.4,11.6,25.0,29.4,65.8,7.37
A20940_4177,52.35,10.4425,6.0,49.4,18.2,32.4,30.9,53.1,6.05
A21069_4123,52.6725,10.3075,5.0,61.8,10.0,28.1,24.6,80.5,5.73
A20987_4169,52.4675,10.4225,4.9,59.8,12.4,27.8,28.4,64.5,5.26
A21074_4056,52.685,10.14,5.0,59.6,19.8,20.6,26.0,94.6,5.45
A20959_4150,52.3975,10.375,6.0,57.7,16.4,25.9,28.1,71.7,7.34
A21086_4178,52.715,10.445,5.1,64.4,8.4,27.3,29.7,89.3,5.44
A21008_4159,52.52,10.3975,5.2,58.9,15.2,25.9,25.4,76.8,6.0
A20921_4195,52.3025,10.4875,5.8,45.4,24.9,29.7,31.4,68.3,6.85
A20987_4207,52.4675,10.5175,5.1,63.7,13.8,22.5,26.2,78.4,4.97
A20923_4227,52.3075,10.5675,5.0,41.4,27.3,31.3,32.7,68.0,6.3
A20906_4442,52.265,11.105,6.5,41.1,18.5,40.4,30.2,60.2,8.03
A20835_4051,52.0875,10.1275,5.6,18.1,26.0,55.9,28.9,48.0,5.22
A20919_4254,52.2975,10.635,5.2,46.9,21.1,32.0,31.5,75.5,7.89
A20925_4180,52.3125,10.45,6.0,49.2,20.6,30.2,29.2,57.0,6.16
A20983_4250,52.4575,10.625,5.1,58.8,14.4,26.8,30.0,76.7,6.71
A20838_4135,52.095,10.3375,5.6,24.0,33.4,42.6,26.6,58.4,6.42
A20889_4410,52.2225,11.025,6.2,36.5,23.4,40.1,28.3,59.3,7.91
A20972_4043,52.43,10.1075,5.1,44.2,21.8,34.0,26.6,69.4,5.84
A20968_4308,52.42,10.77,6.1,48.5,20.0,31.5,27.4,66.3,6.61
A20906_4193,52.265,10.4825,6.4,43.4,24.5,32.2,29.9,54.8,6.58
A20904_4242,52.26,10.605,5.1,42.6,26.5,30.9,31.3,76.4,6.8
A20941_4296,52.3525,10.74,5.9,51.9,19.8,28.3,33.0,56.7,6.88
A20831_4180,52.0775,10.45,5.3,25.7,27.9,46.5,28.7,60.7,6.19
A21139_4124,52.8475,10.31,4.8,51.8,19.4,28.8,22.8,88.6,4.64
A20901_4209,52.2525,10.5225,5.4,37.5,24.9,37.7,29.1,92.1,8.89
A20924_4244,52.31,10.61,5.7,43.8,20.7,35.5,30.5,66.0,7.39
A20921_4247,52.3025,10.6175,5.7,47.3,16.5,36.2,29.3,73.4,7.53
A20988_4174,52.47,10.435,5.0,61.2,13.1,25.7,29.3,68.6,5.52
A20991_4179,52.4775,10.4475,5.1,59.7,14.9,25.5,27.3,58.5,4.66
A20990_4174,52.475,10.435,5.1,54.9,15.8,29.3,27.5,63.5,5.21
A20988_4177,52.47,10.4425,5.0,60.3,13.2,26.6,27.4,63.2,5.33
A20934_4169,52.335,10.4225,5.9,47.0,25.1,27.8,32.4,64.7,5.87
A21094_4190,52.735,10.475,4.9,61.1,10.3,28.7,29.1,80.6,4.91
A20967_4148,52.4175,10.37,6.1,63.5,10.7,25.7,29.1,60.0,6.09
A20909_4225,52.2725,10.5625,5.3,36.7,24.7,38.6,30.7,86.8,6.9
A21006_4366,52.515,10.915,4.8,59.6,15.8,24.6,30.5,88.8,6.97
A20979_4276,52.4475,10.69,5.0,62.4,11.3,26.2,29.9,79.2,6.72
A21006_4358,52.515,10.895,4.9,62.4,12.4,25.2,30.7,83.1,7.0
A20895_4207,52.2375,10.5175,5.6,35.5,26.9,37.6,31.2,65.1,9.87
A20977_4276,52.4425,10.69,4.9,63.5,12.5,24.0,29.0,73.4,6.54
A20934_4288,52.335,10.72,5.0,52.4,18.4,29.1,28.3,67.4,6.54
A20902_4402,52.255,11.005,5.0,30.2,20.4,49.3,31.2,90.4,6.01
A20905_4407,52.2625,11.0175,4.9,25.2,20.8,54.0,32.0,69.4,6.06
A20972_4142,52.43,10.355,6.1,68.1,12.7,19.1,27.9,59.3,6.57
A20921_4194,52.3025,10.485,5.8,45.4,24.9,29.7,31.4,68.3,6.85
A20922_4192,52.305,10.48,6.3,43.3,23.1,33.6,30.4,52.0,6.56
A20911_4325,52.2775,10.8125,5.0,51.7,17.7,30.7,30.0,85.7,7.77
A20935_4114,52.3375,10.285,5.3,38.1,19.6,42.3,29.5,73.7,6.71
A20985_4267,52.4625,10.6675,4.8,59.0,13.7,27.3,30.8,72.2,7.5
A20935_4113,52.3375,10.2825,5.5,38.2,19.4,42.4,30.1,67.5,6.56
A21101_4076,52.7525,10.19,4.9,62.9,9.8,27.3,25.7,84.1,4.83
A20917_4133,52.2925,10.3325,5.2,42.6,18.2,39.2,31.1,70.8,6.41
A20847_4112,52.1175,10.28,5.2,22.6,31.4,46.0,26.7,87.1,6.13
A20959_4309,52.3975,10.7725,5.0,47.9,17.5,34.6,28.9,79.5,6.15
A21017_4138,52.5425,10.345,6.0,72.5,10.8,16.7,27.7,60.0,7.26
A20888_4193,52.22,10.4825,5.1,35.1,26.7,38.1,31.1,76.8,6.91
A21101_4079,52.7525,10.1975,5.0,57.2,16.0,26.8,25.8,97.4,4.89
A20958_4310,52.395,10.775,4.8,50.0,18.2,31.8,29.3,68.8,5.95
A20964_4198,52.41,10.495,4.9,54.4,18.5,27.1,28.7,64.1,6.11
A20963_4199,52.4075,10.4975,5.0,54.9,17.4,27.7,29.1,67.8,6.29
A20904_4237,52.26,10.5925,5.0,43.3,23.1,33.6,31.8,76.8,6.87
A20853_4191,52.1325,10.4775,6.1,19.9,31.3,48.7,28.0,54.1,5.66
A20849_4115,52.1225,10.2875,5.2,21.6,29.1,49.3,27.2,74.5,5.82
A20857_4254,52.1425,10.635,5.2,27.4,23.9,48.6,29.0,93.1,5.44
A20860_4251,52.15,10.6275,6.2,25.6,26.0,48.5,29.8,58.7,5.79
A20965_4198,52.4125,10.495,4.9,58.2,16.1,25.7,28.2,60.9,6.31
A20980_4192,52.45,10.48,5.4,64.1,14.5,21.4,28.2,60.4,5.61
A20980_4182,52.45,10.455,4.7,62.9,14.4,22.7,28.3,87.7,5.54
A20973_4140,52.4325,10.35,5.3,68.6,12.8,18.6,27.3,68.3,5.41
A20902_4180,52.255,10.45,6.1,34.9,23.0,42.2,31.2,53.1,6.16
A20901_4179,52.2525,10.4475,5.4,35.9,23.1,41.0,31.8,75.8,6.75
A20917_4143,52.2925,10.3575,5.1,36.5,20.5,43.0,29.5,80.3,5.7
A20918_4142,52.295,10.355,5.0,36.0,18.9,45.1,30.0,79.5,6.26
A20918_4144,52.295,10.36,5.0,36.0,19.7,44.4,29.4,76.3,5.92
A20905_4187,52.2625,10.4675,5.9,41.7,23.1,35.2,32.0,59.1,6.58
A20949_4061,52.3725,10.1525,6.3,60.5,16.2,23.2,27.0,60.5,6.51
A20901_4208,52.2525,10.52,5.8,35.5,22.8,41.7,28.6,74.5,7.83
A20894_4207,52.235,10.5175,5.6,35.3,26.6,38.1,30.0,79.1,9.48
