id,lat,lon,haupt,haupt_anteil,waldanteil,pixel,verteilung
W0991,52.8248,10.2772,9,0.399,0.922,40000,9:0.399;8:0.177;4:0.15;5:0.117;2:0.084;3:0.038
W0992,52.8248,10.3068,8,0.216,0.867,40000,8:0.216;9:0.207;3:0.192;4:0.126;5:0.117;2:0.072
W0993,52.8248,10.3363,9,0.24,0.995,40000,9:0.24;4:0.205;5:0.148;3:0.141;8:0.126;2:0.057
W0994,52.8248,10.3658,9,0.639,0.988,24400,9:0.639;8:0.142;4:0.101;2:0.054;5:0.039;10:0.02
W0995,52.8248,10.3954,9,0.821,0.994,40000,9:0.821;2:0.056;8:0.053;5:0.041
W0996,52.8248,10.4249,9,0.96,0.991,40000,9:0.96;8:0.023
W0997,52.8248,10.4545,9,0.806,0.983,40000,9:0.806;8:0.058;5:0.039;10:0.036;4:0.032;2:0.024
W0998,52.8248,10.484,9,0.333,0.947,40000,9:0.333;5:0.261;4:0.129;8:0.128;10:0.092;2:0.043
W0999,52.8248,10.5135,9,0.479,0.972,40000,9:0.479;8:0.241;4:0.12;10:0.083;5:0.038;2:0.032
W1000,52.8248,10.5431,9,0.766,0.684,40000,9:0.766;4:0.088;10:0.068;8:0.037;2:0.023
W1001,52.8248,10.5726,9,0.96,0.554,40000,9:0.96;2:0.03
W1002,52.8248,10.6021,9,0.89,0.635,40000,9:0.89;2:0.042;5:0.027
W1003,52.8248,10.6317,9,0.715,0.173,29000,9:0.715;5:0.097;2:0.087;10:0.046
W1004,52.8248,10.7203,9,0.83,0.187,40000,9:0.83;2:0.064;5:0.046;6:0.035
W1005,52.8248,10.7498,9,0.849,0.324,40000,9:0.849;5:0.044;2:0.043;6:0.03
W1006,52.8248,10.7794,9,0.939,0.524,39800,9:0.939;5:0.021
W1007,52.8248,10.8089,9,0.769,0.159,40000,9:0.769;3:0.066;5:0.059;2:0.048;17:0.032;10:0.025
W1008,52.8248,10.868,9,0.444,0.263,40000,9:0.444;5:0.247;10:0.082;2:0.077;3:0.071;17:0.042
W1009,52.8248,10.8975,9,0.561,0.303,33400,9:0.561;5:0.177;2:0.094;3:0.052;10:0.044;17:0.031
W1010,52.8248,10.9271,9,0.389,0.164,40000,9:0.389;5:0.267;10:0.108;2:0.095;17:0.072;6:0.035
W1011,52.8248,10.9566,9,0.609,0.188,40000,9:0.609;5:0.112;10:0.095;3:0.063;17:0.037;2:0.03
W1012,52.8248,10.9861,9,0.238,0.169,40000,9:0.238;5:0.228;3:0.211;17:0.115;10:0.079;4:0.053
W1013,52.8248,11.0452,9,0.584,0.283,40000,9:0.584;5:0.214;6:0.066;2:0.037;3:0.031;17:0.027
W1014,52.8248,11.1043,9,0.71,0.148,39800,9:0.71;5:0.134;2:0.048;10:0.044;17:0.029
W1015,52.8248,11.1338,9,0.77,0.118,40000,9:0.77;5:0.12;17:0.031;10:0.029;2:0.026
W1016,52.8428,10.1,9,0.411,0.382,17721,9:0.411;8:0.214;2:0.106;10:0.091;5:0.089;6:0.042
W1017,52.8428,10.1295,9,0.538,0.469,35800,9:0.538;8:0.34;4:0.056;2:0.035
W1018,52.8428,10.1591,9,0.936,0.725,35800,9:0.936;2:0.033
W1019,52.8428,10.1886,9,0.984,0.978,35800,9:0.984
W1020,52.8428,10.2182,9,0.811,0.985,35800,9:0.811;8:0.117;4:0.048
W1021,52.8428,10.2477,9,0.844,0.892,35800,9:0.844;8:0.061;4:0.039;5:0.023;2:0.021
W1022,52.8428,10.2772,9,0.648,0.666,35800,9:0.648;8:0.121;4:0.102;2:0.039;5:0.038;3:0.032
W1023,52.8428,10.3068,9,0.608,0.655,35800,9:0.608;2:0.133;8:0.071;5:0.055;4:0.047;3:0.044
W1024,52.8428,10.3363,9,0.606,0.944,35800,9:0.606;5:0.124;3:0.11;2:0.054;8:0.038;10:0.038
W1025,52.8428,10.3658,9,0.897,0.965,21838,9:0.897;8:0.069;2:0.026
W1026,52.8428,10.3954,9,0.736,0.891,35800,9:0.736;8:0.136;3:0.05;4:0.029;2:0.023
W1027,52.8428,10.4249,9,0.903,0.864,35800,9:0.903;2:0.029
W1028,52.8428,10.4545,9,0.918,0.939,35800,9:0.918;4:0.036;2:0.029
W1029,52.8428,10.484,9,0.721,0.999,35800,9:0.721;4:0.081;8:0.059;2:0.055;10:0.04;5:0.031
W1030,52.8428,10.5135,9,0.848,0.999,35800,9:0.848;8:0.069;4:0.039;5:0.021
W1031,52.8428,10.5431,9,0.845,0.613,35800,9:0.845;2:0.041;4:0.036;6:0.029;8:0.021
W1032,52.8428,10.5726,9,0.814,0.514,35800,9:0.814;4:0.046;5:0.04;2:0.031;8:0.028;10:0.02
W1033,52.8428,10.6021,9,0.977,0.984,35800,9:0.977
W1034,52.8428,10.6317,9,0.992,0.921,25955,9:0.992
W1035,52.8428,10.6612,9,0.878,0.545,35800,9:0.878;2:0.055;10:0.026;5:0.026
W1036,52.8428,10.7203,9,0.607,0.079,35800,9:0.607;5:0.17;2:0.121;6:0.033;3:0.029;17:0.023
W1037,52.8428,10.7498,9,0.949,0.698,35800,9:0.949;2:0.028
W1038,52.8428,10.7794,9,0.967,0.56,35621,9:0.967
W1039,52.8428,10.8089,9,0.792,0.58,35800,9:0.792;5:0.063;2:0.054;4:0.036;10:0.031
W1040,52.8428,10.8384,9,0.655,0.527,35621,9:0.655;5:0.113;10:0.091;2:0.067;4:0.028;6:0.024
W1041,52.8428,10.868,9,0.664,0.127,35800,9:0.664;5:0.16;2:0.058;6:0.057;17:0.045
W1042,52.8428,10.8975,5,0.399,0.043,29893,5:0.399;6:0.261;17:0.152;2:0.106;9:0.06
W1043,52.8428,10.9271,6,0.527,0.054,35800,6:0.527;5:0.391;3:0.028;17:0.026;2:0.023
W1044,52.8428,10.9566,9,0.345,0.245,35800,9:0.345;5:0.25;6:0.184;17:0.086;2:0.079;3:0.028
W1045,52.8428,10.9861,9,0.386,0.146,35800,9:0.386;5:0.341;3:0.079;17:0.057;2:0.052;10:0.042
W1046,52.8428,11.0747,9,0.846,0.232,35800,9:0.846;5:0.059;17:0.047;2:0.034
