art,gbif_id,datum,lat,lon,monat,hoehe,regen_reife,regen_frisch,regentage,tage_seit_regen,regen_60,bilanz_14,bilanz_60,temp,bt07,bf07,bt728,bf728,frosttage,min_temp,min_boden,tage_vorhanden,tage_lang,tage_et0
schwefelporling,6412553078,2026-05-30,52.29317,10.53247,5,68.0,11.1,4.0,4,1,126.6,-51.6,-71.7,16.9,21.8,0.107,20.0,0.161,,,,15,,
schwefelporling,6399255262,2026-06-12,52.26969,10.54569,6,87.0,48.0,10.2,12,0,174.8,1.9,-34.9,16.6,16.9,0.141,16.5,0.167,,,,15,,
schwefelporling,6399681268,2026-06-01,53.4775,10.17861,6,3.0,13.6,0.8,3,12,93.9,-50.9,-97.8,17.1,18.9,0.223,17.5,0.278,,,,15,,
schwefelporling,6399568585,2026-06-07,52.1487,10.93943,6,259.0,25.2,10.5,7,3,167.3,-28.9,-30.5,16.9,16.1,0.19,15.3,0.167,,,,15,,
schwefelporling,6399949493,2026-06-06,53.39691,9.79101,6,53.0,1.6,28.8,5,1,128.8,-32.7,-61.0,16.8,16.2,0.207,15.3,0.169,,,,15,,
schwefelporling,6400518725,2026-06-07,51.58852,10.5819,6,306.0,25.7,11.3,9,0,200.2,-22.9,14.2,16.1,15.2,0.286,14.7,0.264,,,,15,,
schwefelporling,6412478979,2026-06-07,51.58843,10.58197,6,306.0,25.7,11.3,9,0,200.2,-22.9,14.2,16.1,15.2,0.286,14.7,0.264,,,,15,,
schwefelporling,6400225317,2026-06-03,51.67713,11.19591,6,347.0,11.9,17.8,7,1,176.4,-34.8,-12.8,16.9,16.0,0.286,14.8,0.293,,,,15,,
schwefelporling,6410594796,2026-06-15,52.28685,10.70967,6,105.0,41.4,8.6,11,3,199.7,-3.8,-6.7,15.5,15.2,0.168,15.0,0.161,,,,15,,
schwefelporling,6411284846,2026-06-15,52.30595,10.65462,6,105.0,41.4,8.6,11,3,199.7,-3.8,-6.7,15.5,15.2,0.168,15.0,0.161,,,,15,,
schwefelporling,6410582480,2026-06-04,52.36663,9.73415,6,59.0,19.5,12.3,5,0,160.0,-33.6,-39.9,18.3,19.1,0.183,18.7,0.193,,,,15,,
schwefelporling,6410551537,2026-06-19,52.21119,10.57232,6,96.0,26.6,2.6,9,7,159.9,-26.7,-50.6,16.2,17.2,0.167,15.1,0.163,,,,15,,
schwefelporling,6410660557,2026-06-07,52.1855,9.3423,6,250.0,35.2,20.7,8,1,192.4,-3.2,7.0,16.4,15.5,0.285,15.2,0.22,,,,15,,
schwefelporling,6410608528,2026-06-13,52.34967,9.81841,6,73.0,39.8,13.6,12,0,196.1,-0.7,-12.6,16.4,16.5,0.151,16.2,0.176,,,,15,,
schwefelporling,6410839683,2026-06-14,53.40926,10.21793,6,2.0,37.7,17.2,12,0,141.9,6.6,-58.8,15.3,14.7,0.385,14.7,0.29,,,,15,,
schwefelporling,6410703930,2026-06-09,53.36447,9.98316,6,31.0,25.2,21.3,7,0,144.3,-12.1,-47.6,16.4,15.7,0.232,15.4,0.155,,,,15,,
schwefelporling,6410917726,2026-06-22,52.31586,10.58155,6,99.0,23.0,12.3,9,1,190.8,-25.1,-30.7,18.1,23.0,0.14,20.3,0.15,,,,15,,
schwefelporling,6410955365,2026-06-08,52.0847,10.37377,6,157.0,32.8,4.0,8,4,163.2,-29.9,-44.6,17.8,16.8,0.237,16.3,0.182,,,,15,,
schwefelporling,6411040958,2026-06-11,52.31088,10.46371,6,67.0,46.7,7.7,8,2,169.2,-4.4,-41.1,16.7,17.2,0.173,16.7,0.159,,,,15,,
schwefelporling,6412874640,2026-06-11,52.31107,10.46142,6,67.0,46.7,7.7,8,2,169.2,-4.4,-41.1,16.7,17.2,0.173,16.7,0.159,,,,15,,
schwefelporling,6411035414,2026-06-13,52.14861,10.93941,6,259.0,33.2,7.8,10,1,170.7,-13.6,-32.4,15.3,15.6,0.146,15.0,0.148,,,,15,,
schwefelporling,6411097647,2026-06-17,52.0523,9.02627,6,239.0,43.9,7.7,13,4,193.5,6.7,3.8,13.9,14.3,0.256,13.8,0.221,,,,15,,
schwefelporling,6411109738,2026-06-14,52.07914,9.92198,6,185.0,31.0,9.2,12,2,173.2,-13.0,-33.2,15.3,15.1,0.16,14.8,0.143,,,,15,,
schwefelporling,6411126171,2026-06-11,53.43294,9.84432,6,105.0,40.5,14.1,8,0,137.2,-0.1,-58.2,15.7,15.4,0.257,15.3,0.155,,,,15,,
schwefelporling,6411206980,2026-06-10,52.27101,10.58297,6,88.0,41.9,16.1,9,1,194.0,-1.6,-8.6,16.6,16.3,0.197,15.8,0.17,,,,15,,
schwefelporling,6411222897,2026-06-04,53.477,10.11214,6,7.0,1.2,14.9,2,0,107.4,-49.5,-88.1,17.9,18.3,0.256,17.2,0.278,,,,15,,
schwefelporling,6411255508,2026-06-19,51.5361,9.91889,6,148.0,29.8,10.6,10,3,208.7,-13.5,-4.6,16.1,17.3,0.219,15.8,0.186,,,,15,,
schwefelporling,6411316683,2026-06-08,51.6971,9.35522,6,293.0,52.7,4.0,7,3,194.1,-3.1,-1.9,16.2,15.1,0.243,14.6,0.202,,,,15,,
schwefelporling,6411475398,2026-06-18,53.1659,9.92615,6,141.0,54.1,2.7,11,4,155.9,7.8,-48.3,14.7,15.5,0.184,14.7,0.143,,,,15,,
schwefelporling,6411517842,2026-06-02,51.7148,11.20968,6,294.0,12.0,18.0,7,0,175.3,-34.2,-12.0,16.6,15.8,0.278,14.7,0.296,,,,15,,
schwefelporling,6411534601,2026-06-04,53.16192,11.0271,6,50.0,2.8,17.6,3,0,132.6,-44.6,-61.7,17.6,17.4,0.297,16.2,0.311,,,,15,,
schwefelporling,6411617241,2026-06-18,51.58289,10.44414,6,313.0,41.8,13.7,13,2,213.3,6.8,19.3,14.5,14.6,0.318,13.6,0.277,,,,15,,
schwefelporling,6411562967,2026-06-05,51.59139,9.95363,6,231.0,38.8,14.3,7,1,202.0,-13.0,3.7,17.4,16.7,0.263,16.5,0.211,,,,15,,
schwefelporling,6411874634,2026-06-06,53.22481,10.42238,6,27.0,5.0,24.0,6,1,132.8,-37.5,-69.2,17.6,17.4,0.098,16.6,0.115,,,,15,,
schwefelporling,6412016675,2026-06-01,52.23359,10.51807,6,72.0,13.9,22.1,6,0,147.6,-31.4,-53.1,17.8,20.3,0.132,19.2,0.181,,,,15,,
schwefelporling,6411955787,2026-06-07,51.91915,9.77709,6,236.0,22.9,11.3,7,3,185.4,-30.2,-9.6,17.0,16.0,0.19,15.4,0.149,,,,15,,
schwefelporling,6412023145,2026-06-03,51.86851,10.56589,6,335.0,16.2,13.3,6,2,201.6,-36.3,13.5,17.1,17.3,0.184,16.1,0.205,,,,15,,
schwefelporling,6412057352,2026-06-05,52.12653,9.9202,6,124.0,14.5,11.7,6,1,142.6,-42.0,-61.7,18.1,17.3,0.232,17.1,0.189,,,,15,,
schwefelporling,6412190891,2026-06-12,52.13437,10.80327,6,127.0,27.9,8.5,10,0,162.8,-18.6,-36.0,15.9,15.5,0.165,14.9,0.163,,,,15,,
schwefelporling,6412200108,2026-06-02,51.67677,10.29908,6,228.0,26.2,23.4,8,0,185.6,-13.8,1.5,16.7,16.2,0.216,15.0,0.244,,,,15,,
schwefelporling,6412142184,2026-06-06,52.97961,10.09798,6,74.0,10.0,24.8,7,1,141.6,-29.8,-57.7,17.2,16.0,0.219,15.2,0.185,,,,15,,
schwefelporling,6412303602,2026-06-17,51.86311,10.58138,6,435.0,28.8,9.4,11,1,227.4,-11.1,33.2,13.7,13.7,0.18,13.0,0.19,,,,15,,
schwefelporling,6412320801,2026-06-21,52.16419,9.89446,6,142.0,13.2,7.2,9,1,143.6,-39.7,-81.4,17.9,23.0,0.097,20.0,0.15,,,,15,,
schwefelporling,6412673565,2026-06-21,52.16509,9.8974,6,142.0,13.2,7.2,9,1,143.6,-39.7,-81.4,17.9,23.0,0.097,20.0,0.15,,,,15,,
schwefelporling,6412412428,2026-06-17,52.27091,10.53301,6,80.0,36.0,2.2,10,5,175.2,-16.5,-40.1,15.8,16.7,0.12,16.0,0.156,,,,15,,
schwefelporling,6412425260,2026-06-17,52.45479,9.97074,6,60.0,38.1,3.5,12,4,186.7,-10.2,-20.2,15.3,15.5,0.206,14.8,0.175,,,,15,,
schwefelporling,6412480464,2026-06-04,52.242,9.63258,6,126.0,17.9,11.4,6,0,175.9,-34.7,-17.6,17.7,17.6,0.214,17.1,0.184,,,,15,,
schwefelporling,6412427707,2026-06-12,51.75236,9.92583,6,117.0,57.5,17.3,11,0,218.6,20.9,20.5,15.6,15.1,0.167,15.0,0.156,,,,15,,
schwefelporling,6412599576,2026-06-16,52.27103,10.57746,6,75.0,44.7,4.9,11,4,198.3,-3.8,-8.7,15.4,15.2,0.163,14.9,0.159,,,,15,,
schwefelporling,6412578484,2026-06-12,53.39752,9.71397,6,21.0,36.9,29.7,10,0,156.4,15.8,-33.8,15.3,14.5,0.292,14.5,0.191,,,,15,,
schwefelporling,6412743731,2026-06-10,52.13437,10.80332,6,127.0,25.8,4.9,8,6,159.1,-29.1,-39.9,16.3,16.0,0.183,15.3,0.169,,,,15,,
schwefelporling,6412733570,2026-06-03,52.36669,9.73423,6,62.0,28.2,14.8,5,3,152.6,-22.6,-47.2,18.2,19.8,0.165,19.1,0.192,,,,15,,
schwefelporling,6413749786,2026-06-15,52.27258,10.52305,6,73.0,36.5,7.4,12,3,176.0,-11.4,-37.6,15.9,16.2,0.128,16.0,0.16,,,,15,,
schwefelporling,5051427058,2025-01-16,52.28619,10.50725,1,75.0,49.9,0.3,8,7,167.8,44.2,138.3,1.1,-0.2,0.344,0.7,0.336,,,,15,,
schwefelporling,5051468685,2025-01-13,52.18243,10.54041,1,96.0,57.5,6.6,7,3,171.9,57.3,140.5,1.2,0.2,0.373,1.7,0.373,,,,15,,
schwefelporling,5008665552,2025-01-06,53.16576,9.95216,1,140.0,11.4,25.6,5,0,153.0,32.6,129.5,3.0,2.1,0.28,2.6,0.278,,,,15,,
schwefelporling,5221798319,2025-01-26,52.25145,11.67456,1,41.0,0.2,17.5,4,0,116.6,11.7,91.0,0.8,1.7,0.479,1.1,0.476,,,,15,,
schwefelporling,5087169768,2025-01-01,53.26581,10.36734,1,32.0,15.6,5.7,4,0,103.5,15.7,77.5,4.9,3.0,0.268,3.7,0.276,,,,15,,
schwefelporling,5067451838,2025-02-10,52.43152,9.89266,2,59.0,16.5,0.0,3,11,154.1,7.8,127.7,2.5,1.4,0.336,1.8,0.348,,,,15,,
schwefelporling,5063745885,2025-02-02,51.52925,9.92415,2,148.0,30.9,4.2,8,3,142.4,26.3,117.2,3.3,3.4,0.388,4.0,0.39,,,,15,,
schwefelporling,5075014873,2025-02-28,52.1418,10.79723,2,133.0,2.1,10.5,3,2,103.0,1.5,68.5,1.4,4.1,0.353,2.9,0.34,,,,15,,
schwefelporling,5135550157,2025-02-15,52.28281,9.03214,2,48.0,3.9,3.5,3,4,122.5,-0.9,94.5,0.6,0.8,0.355,1.6,0.358,,,,15,,
schwefelporling,5086567651,2025-03-15,52.27895,10.75208,3,106.0,0.5,0.2,0,99,50.6,-21.7,-0.2,4.6,2.4,0.334,2.5,0.348,,,,15,,
schwefelporling,5086462536,2025-03-15,51.94456,9.18489,3,257.0,0.3,0.3,0,99,69.7,-21.6,18.5,3.9,1.6,0.296,1.9,0.301,,,,15,,
schwefelporling,6412563271,2025-03-09,53.34221,10.504,3,10.0,8.5,0.0,2,10,42.1,-9.3,-0.2,6.1,6.1,0.446,5.6,0.451,,,,15,,
schwefelporling,5107836441,2025-04-05,53.19502,10.44731,4,37.0,11.5,0.0,1,6,23.5,-21.9,-64.4,8.1,7.9,0.186,7.4,0.196,,,,15,,
schwefelporling,5135614142,2025-04-11,51.86851,11.94824,4,70.0,8.9,0.1,2,12,34.2,-22.9,-59.3,7.7,7.3,0.426,7.2,0.446,,,,15,,
schwefelporling,5138940826,2025-04-24,53.01696,11.56546,4,32.0,14.1,9.3,4,2,50.8,-14.6,-66.2,12.2,11.6,0.447,11.1,0.434,,,,15,,
schwefelporling,5138998433,2025-04-24,52.34434,10.44527,4,77.0,24.3,10.4,6,1,63.8,-5.3,-59.8,12.4,12.5,0.179,11.6,0.136,,,,15,,
schwefelporling,5139028649,2025-04-25,52.26407,9.61074,4,75.0,22.1,10.6,7,1,47.0,-6.2,-78.5,12.0,12.1,0.184,11.2,0.149,,,,15,,
schwefelporling,5139038016,2025-04-26,52.13305,9.95403,4,78.0,37.6,3.6,9,5,66.0,0.7,-67.9,12.2,12.2,0.241,11.6,0.158,,,,15,,
schwefelporling,5139028158,2025-04-26,52.36727,9.73312,4,54.0,20.0,5.5,8,3,46.3,-14.9,-85.3,12.6,13.2,0.163,12.3,0.179,,,,15,,
schwefelporling,5140546168,2025-04-26,52.3839,9.69057,4,54.0,20.0,5.5,8,3,46.3,-14.9,-85.3,12.6,13.2,0.163,12.3,0.179,,,,15,,
schwefelporling,5139047468,2025-04-27,52.35543,9.78085,4,83.0,29.4,1.2,8,4,49.7,-11.0,-85.5,12.6,12.8,0.164,12.2,0.131,,,,15,,
schwefelporling,5139160363,2025-04-26,52.28928,9.58846,4,83.0,24.7,8.0,7,2,46.7,-6.8,-81.2,12.1,12.1,0.184,11.4,0.15,,,,15,,
schwefelporling,5139127322,2025-04-27,51.88607,10.57796,4,312.0,42.2,4.6,10,4,76.7,10.3,-45.9,10.8,10.1,0.329,9.9,0.325,,,,15,,
schwefelporling,5140037907,2025-04-23,52.70427,9.24673,4,25.0,18.2,6.3,7,0,48.4,-10.4,-69.4,11.1,10.4,0.384,10.1,0.385,,,,15,,
schwefelporling,5141511891,2025-04-27,52.09122,9.03902,4,189.0,36.1,1.9,8,4,60.7,2.6,-60.8,10.9,10.6,0.316,10.1,0.3,,,,15,,
schwefelporling,5141514104,2025-04-28,52.27636,9.78709,4,63.0,21.3,0.5,8,5,31.3,-21.4,-106.3,12.5,13.6,0.103,12.7,0.146,,,,15,,
schwefelporling,5141543343,2025-04-30,52.3594,9.7853,4,65.0,28.0,0.0,7,7,40.7,-15.5,-105.0,12.6,14.5,0.124,12.7,0.132,,,,15,,
schwefelporling,5141708336,2025-05-03,52.35282,9.72846,5,54.0,24.7,0.2,3,10,51.4,-26.0,-103.0,13.7,17.9,0.07,15.3,0.149,,,,15,,
schwefelporling,5141720724,2025-05-03,52.3365,9.86951,5,91.0,17.2,0.3,4,10,40.7,-33.8,-115.7,13.8,18.4,0.054,15.5,0.131,,,,15,,
schwefelporling,5141798486,2025-05-03,52.33649,9.86938,5,91.0,17.2,0.3,4,10,40.7,-33.8,-115.7,13.8,18.4,0.054,15.5,0.131,,,,15,,
schwefelporling,5141894078,2025-05-03,52.30084,10.81935,5,91.0,20.8,8.6,4,0,57.8,-15.7,-82.2,12.1,13.7,0.2,12.5,0.264,,,,15,,
schwefelporling,5141807534,2025-05-02,51.52359,9.27871,5,189.0,36.5,0.0,7,8,62.2,-6.4,-76.3,11.3,12.3,0.311,11.1,0.344,,,,15,,
schwefelporling,5150222438,2025-05-01,52.24662,9.96072,5,80.0,17.8,0.0,7,13,27.2,-26.9,-122.0,12.4,14.6,0.143,12.9,0.152,,,,15,,
schwefelporling,5141826077,2025-05-02,51.53432,9.53003,5,346.0,37.9,2.1,8,8,61.7,-2.2,-74.5,10.6,11.8,0.26,10.5,0.298,,,,15,,
schwefelporling,5153242097,2025-05-09,52.25465,10.45756,5,98.0,1.8,0.4,0,99,54.7,-53.7,-103.4,13.1,13.4,0.033,13.5,0.143,,,,15,,
schwefelporling,5154218937,2025-05-06,51.50317,10.22069,5,264.0,21.1,17.6,6,3,73.0,-4.7,-66.8,11.3,11.6,0.305,11.4,0.317,,,,15,,
schwefelporling,5154280707,2025-05-12,51.75452,9.38618,5,87.0,3.9,0.0,2,99,48.9,-50.0,-110.6,13.1,13.3,0.114,12.0,0.184,,,,15,,
schwefelporling,5157699487,2025-05-11,53.44935,10.29506,5,12.0,3.9,0.2,3,99,73.4,-46.7,-74.0,12.0,11.5,0.267,11.0,0.336,,,,15,,
schwefelporling,5157903685,2025-05-06,52.27047,10.5986,5,96.0,8.2,2.6,2,13,48.5,-35.3,-94.4,12.1,13.2,0.139,12.8,0.225,,,,15,,
schwefelporling,5157729543,2025-05-05,52.53001,10.23067,5,58.0,11.8,0.8,2,13,55.0,-38.4,-96.4,13.1,16.4,0.032,14.9,0.058,,,,15,,
schwefelporling,5157859612,2025-05-06,53.25739,10.44028,5,42.0,11.4,1.0,3,12,57.7,-36.5,-88.9,12.4,14.3,0.041,13.8,0.089,,,,15,,
schwefelporling,5157878604,2025-05-06,53.25739,10.44051,5,42.0,11.4,1.0,3,12,57.7,-36.5,-88.9,12.4,14.3,0.041,13.8,0.089,,,,15,,
schwefelporling,5157939706,2025-05-14,52.21805,9.64613,5,130.0,2.4,0.0,1,99,66.0,-56.8,-106.9,13.2,15.3,0.034,13.6,0.138,,,,15,,
schwefelporling,5157949072,2025-05-18,52.28009,10.58281,5,87.0,1.5,9.6,3,1,58.0,-41.3,-111.3,11.3,13.3,0.133,12.9,0.168,,,,15,,
